Title,Location,start_salary,max_salary,skills
International Business Development,Hyderabad,6000,12000,"Business Analysis, Business Research, CRM, Email Marketing, English Proficiency Spoken, English Proficiency Written, Sales pitch"
SEO Content,Bangalore,10000,10000,"Content Writing, Creative Writing, Digital Marketing, Effective Communication, English Proficiency Written, Google AdWords, Google Analytics, Research and Analytics, Search Engine Optimization SEO"
Software Sales,Mohali,15000,15000,"CRM, Effective Communication, Sales pitch"
Civil Engineering,Mumbai,20000,20000,AutoCAD
Customer Service/Customer Support,Mumbai,4000,4000,"English Proficiency Spoken, English Proficiency Written, Google Workspace, Hindi Proficiency Spoken, MSExcel, MSOffice"
iOS App Development,Work from home,6000,10000,"iOS, Java, REST API, Storyboarding, Swift, Xcode"
Project Assistance & Business Development - Export/Import,Work from home,7000,10000,"Business Research, English Proficiency Written, Google Suite G Suite, Google Workspace, MSExcel"
Product Sourcing - ECommerce Management,Noida,10000,10000,"Business Analysis, Creative Writing, MSExcel, Negotiation, Problemsolving, Problem Solving, Product Management"
Sales,Work from home,3000,3000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Sales, Sales pitch"
Operations,Mumbai,10000,10000,"Adobe Photoshop, Adobe Premiere Pro, Canva, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Research and Analytics"
Human Resources (HR),Hyderabad,12000,12000,"Effective Communication, Problem Solving, Recruitment"
Digital Marketing,Lucknow,3000,5000,"Digital Marketing, Facebook Ads, Google AdWords"
Business Strategy,Noida,5000,5000,"Data Analysis, Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel"
Digital Marketing,Work from home,2000,2000,"Digital Marketing, Email Marketing, English Proficiency Written, Facebook Ads, Facebook Marketing, Google AdWords, Search Engine Optimization SEO, Social Media Marketing"
Digital Marketing,Bangalore,10000,10000,Digital Marketing
Mechanical Engineering,"Bangalore, Indiranagara",10000,10000,"AutoCAD, Data Analytics, Effective Communication, Estimation estimating, MSExcel, MSOffice, MSPowerPoint, Research and Analytics"
Career Associate,Work from home,5000,5000,"English Proficiency Spoken, English Proficiency Written"
Mobile App Development,Anand,5000,5000,"Android, Firebase, Flutter, iOS, Java, Kotlin, REST API"
E-commerce Operations,Mumbai,10000,12000,"Effective Communication, English Proficiency Spoken, MSExcel"
Social Media Marketing,Work from home,1000,1000,"Canva, Digital Marketing, Facebook Ads, Facebook Marketing, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing, Video Editing"
Community Management - Discord And Social Media,Work from home,4000,4000,Social Media Marketing
Business Development (Sales),Work from home,10000,10000,"Effective Communication, English Proficiency Spoken, Sales"
Digital Marketing,Ahmedabad,5000,5000,"Creative Writing, Digital Marketing, English Proficiency Spoken, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
YouTube Operations,Gurgaon,18000,18000,"Content Writing, Effective Communication, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO, Time Management"
Web Development,Patna,2000,12000,"CSS, Expressjs, HTML, JavaScript, Nodejs, PHP, ReactJS, SQL, Tailwind CSS, Vue Js"
Human Resources (HR),Nagpur,3000,3000,"English Proficiency Spoken, English Proficiency Written, MSWord"
Response Rater And Evaluator,Work from home,8000,8000,"Gujarati Proficiency Spoken, Gujarati Proficiency Written, Hindi Proficiency Spoken, Hindi Proficiency Written, Marathi ProficiencySpoken, Marathi ProficiencyWritten, Proofreading"
Business Development (Sales),Delhi,2000,2000,"Effective Communication, English Proficiency Spoken, Sales pitch"
Artificial Intelligence (AI),Mumbai,8000,8000,"Artificial Intelligence, Machine Learning"
Financial Analysis,Bangalore,2000,2000,Research and Analytics
Search Engine Optimization (SEO),"Chandigarh, Delhi, Jammu, Punjab",10000,10000,"Adobe Premiere Pro, Digital Marketing, Effective Communication, English Proficiency Written, Google AdWords, Google Analytics, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Sales,Gurgaon,15000,15000,Sales
Accounting & Bookkeeping,Pune,3000,12000,"Accounting, English Proficiency Spoken, English Proficiency Written, Financial Modeling, MSExcel, MSOffice, Tally"
Marketing,Dehradun,5000,5000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken"
Java Development,Mumbai,8000,8000,"Hibernate Java, Java, MySQL"
Sales,Mumbai,10000,10000,"CRM, Sales"
Business Development (Sales),Delhi,15000,15000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Negotiation, Problemsolving"
Operations,Mumbai,8000,8000,"English Proficiency Spoken, MSOffice"
Social Media Marketing,Work from home,5000,5000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Human Resources (HR),Gurgaon,8000,10000,"Effective Communication, English Proficiency Spoken"
Videography,Kolkata,4000,6000,"Adobe Premiere Pro, Market Research, Photography, Social Media Marketing, Video Editing, Video Making"
Information Technology,Pune,10000,10000,Computer Networking
Human Resources (HR),Delhi,10000,10000,"English Proficiency Spoken, English Proficiency Written"
Social Media Marketing,Pune,8000,8000,"Digital Marketing, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
Research and Development Engineering,"Bhilad, Mumbai",15000,15000,"Free snacks, beverages"
Graphic Designer,Work from home,2000,2000,"Adobe After Effects, Adobe Indesign, Adobe Photoshop, Adobe Premiere Pro, Algorithms, Canva, Design Thinking"
Social Media Marketing,Kochi,5000,5000,"English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Business Development (Sales),"Delhi, Gurgaon, Noida",15000,15000,"Effective Communication, English Proficiency Spoken, Sales"
Linkedin & E-mail Marketing,Work from home,1500,1500,"Email Marketing, Lead Generation, LinkedIn Marketing"
Marketing,Work from home,1500,1500,"Canva, Digital Advertising, Digital Marketing, MSPowerPoint"
Telecaler (Female Candidate),Work from home,1000,1000,"Business Research, Marketing, Marketing Programs, Marketing Strategies, Sales, Salesforce, Sales pitch"
Video Editing/Making,Rohtak,10000,10000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing"
Architecture,Dehradun,6000,8000,"AutoCAD, Google SketchUp"
Founders Office- Administration And Support,Gurgaon,15000,20000,"Advanced Excel, Data Analysis, Effective Communication, English Proficiency Spoken, English Proficiency Written, Marketing Campaigns, Marketing Strategies, Statutory compliances, Time Management"
Finance & Accounting,Jaipur,5000,5000,"Accounting, Advanced Excel, Financial Modeling, MSOffice"
Business Development and Research,Work from home,6500,6500,"Business Research, Marketing, MSExcel, Recruitment, Research and Analytics"
UI/UX Design,Work from home,3000,5000,"Figma, UI, UX Design, Wireframing"
Data Science,Work from home,30000,40000,"Artificial Intelligence, Data Analytics, Natural Language Processing NLP, Python, SQL"
Human Resources (HR),"Ambikapur, Bhilai, Bilaspur, Durg, Dongargarh, Dhamtari, Gondia, Raipur, Korba, Rajnandgaon, Chhattisgarh",3000,3000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord, Time Management"
Digital Marketing,Delhi,5000,8000,"Digital Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO"
Leadership Development Program,Lucknow,10000,10000,Effective Communication
Social Media Speacialist,Work from home,8000,10000,"Adobe Photoshop, Adobe Premiere Pro, Video Editing"
Product Marketing,Jaipur,7000,7000,"Digital Marketing, English Proficiency Written, Social Media Marketing"
Founders Assistant,Gurgaon,10000,10000,"Content Writing, Effective Communication, English Proficiency Spoken, English Proficiency Written, Interpersonal Skills, MSOffice, Research and Analytics"
Business Development (Sales),Pune,12000,12000,Effective Communication
Business Development (Sales),Delhi,10000,18000,"Business Analysis, Digital Marketing, English Proficiency Spoken, English Proficiency Written"
Marketing,Mumbai,8000,8000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Research and Analytics"
Market Research,Hyderabad,5000,7000,"English Proficiency Written, MSOffice"
Sales Development,Work from home,5000,5000,"Effective Communication, Problem Solving, Time Management"
Social Media Marketing,Work from home,8000,8000,"Creative Writing, Digital Marketing, Facebook Marketing, Instagram Marketing, Social Media Marketing"
Content Writing,Work from home,5000,5000,"Blogging, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
Content Writing,Work from home,2000,5000,"Blogging, Creative Writing, English Proficiency Written, Search Engine Optimization SEO"
Graphic Design,Pune,5000,5000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, CorelDRAW"
Instagram Reel Making,Work from home,8000,12000,"Audio Making, Effective Communication, English Proficiency Spoken, Social Media Marketing, Video Making"
HR Consultant,Ahmedabad,6000,6000,Effective Communication
Event Management,Delhi,8000,8000,"English Proficiency Spoken, English Proficiency Written, Event Management, MSExcel, MSOffice, MSPowerPoint"
Telecalling,Work from home,1500,1500,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel"
Video Presenter - Be The Face Of LearnTheta,Work from home,8000,8000,"Effective Communication, Video Making"
Company Secretary (CS),"Delhi, West",8000,8000,"English Proficiency Spoken, English Proficiency Written, MSOffice"
Graphic Design,Work from home,3000,3000,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Artificial Intelligence, Canva"
Telecalling,"Delhi, Gurgaon",10000,10000,Hindi Proficiency Spoken
Sales And Operations Intern,Bangalore,10000,15000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Event Management, Marketing, Operations"
Digital Marketing,Bangalore,3000,3000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Caricature Designer,"Ahmedabad, Surat",2500,2500,"Adobe Illustrator, Adobe Photoshop, No Match Found"
Graphic Design,Work from home,5000,5000,"Adobe Photoshop, Adobe Premiere Pro, Canva, UI, UX Design, Video Editing"
Content Creator,Work from home,5000,5000,"Flexible work hours, 5 days a week, Job offer"
Social Media Marketing,"Navi Mumbai, Mumbai",5000,5000,"Creative Writing, Email Marketing, English Proficiency Spoken, Instagram Marketing, Social Media Marketing"
Graphic Design,Lucknow,8000,10000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, UI, UX Design"
Social Media Marketing,Mumbai,5000,7000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Graphic Design,Delhi,15000,15000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Blender 3D, Video Editing"
Social Media Marketing,Kota,15000,15000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Social Media Marketing,Delhi,5000,8000,"Canva, Content Marketing, Content Writing, English Proficiency Written, Instagram Marketing, LinkedIn Marketing, Social Media Marketing"
Sales & Marketing,Work from home,4000,6000,"Effective Communication, Market Research, Telugu Proficiency Spoken"
Graphic Design,Ahmedabad,5000,10000,"Adobe Illustrator, Adobe Photoshop, CorelDRAW"
Field Sales,Work from home,10000,10000,Effective Communication
Marketing,Kozhikode,10000,10000,"English Proficiency Spoken, Market Analysis, Marketing, Sales"
Digital Marketing,Basavanagudi,8000,8000,"Email Marketing, Facebook Marketing, Search Engine Optimization SEO"
Business Strategy,Bangalore,15000,15000,"Creative Writing, English Proficiency Spoken, MSExcel, MSPowerPoint, Problem Solving"
Graphic Design,Work from home,1000,1000,"Adobe Creative Suite, UI, UX Design, Video Editing"
Operations,Work from home,2000,2000,"English Proficiency Written, MSExcel, MSOffice, MSWord"
Digital Marketing,Work from home,12000,14000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Photography,"Gurgaon, Delhi",10000,20000,"Adobe Photoshop, Adobe Photoshop Lightroom CC, Photography, Video Editing, Video Making"
Telecalling,Chennai,12000,12000,"English Proficiency Spoken, Hindi Proficiency Spoken, MSExcel"
Graphic Design,Pune,5000,5000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Premiere Pro, CorelDRAW, Video Editing"
